title_id,genre_id,order
tt9623610,3,1
tt9623610,4,2
tt9623610,8,3
tt9623612,4,1
tt9623612,16,2
tt9623612,5,3
tt9623614,4,1
tt9623614,16,2
tt9623614,5,3
tt9623616,4,1
tt9623616,16,2
tt9623616,5,3
tt9623618,4,1
tt9623618,16,2
tt9623618,5,3
tt9623620,8,1
tt9623622,4,1
tt9623622,16,2
tt9623622,5,3
tt9623624,8,1
tt9623626,4,1
tt9623626,16,2
tt9623626,5,3
tt9623628,4,1
tt9623628,16,2
tt9623628,5,3
tt9623630,8,1
tt9623632,4,1
tt9623632,16,2
tt9623632,5,3
tt9623634,4,1
tt9623634,16,2
tt9623634,5,3
tt9623636,8,1
tt9623638,4,1
tt9623638,16,2
tt9623638,5,3
tt9623640,4,1
tt9623640,16,2
tt9623640,5,3
tt9623642,4,1
tt9623642,16,2
tt9623642,5,3
tt9623644,4,1
tt9623644,16,2
tt9623644,5,3
tt9623646,4,1
tt9623646,16,2
tt9623646,5,3
tt9623648,4,1
tt9623648,16,2
tt9623648,5,3
tt9623650,4,1
tt9623650,16,2
tt9623650,5,3
tt9623652,8,1
tt9623654,8,1
tt9623656,4,1
tt9623656,16,2
tt9623656,5,3
tt9623658,4,1
tt9623658,16,2
tt9623658,5,3
tt9623660,12,1
tt9623660,2,2
tt9623662,8,1
tt9623664,3,1
tt9623664,4,2
tt9623664,8,3
tt9623666,8,1
tt9623668,8,1
tt9623670,8,1
tt9623672,8,1
tt9623674,3,1
tt9623674,4,2
tt9623674,8,3
tt9623676,8,1
tt9623678,8,1
tt9623680,8,1
tt9623682,8,1
tt9623684,8,1
tt9623686,8,1
tt9623688,3,1
tt9623688,4,2
tt9623688,8,3
tt9623690,8,1
tt9623692,8,1
tt9623694,8,1
tt9623696,8,1
tt9623698,3,1
tt9623698,4,2
tt9623698,8,3
tt9623700,8,1
tt9623702,8,1
tt9623704,8,1
tt9623706,3,1
tt9623706,4,2
tt9623706,8,3
tt9623708,25,1
tt9623710,8,1
tt9623712,8,1
tt9623714,8,1
tt9623716,8,1
tt9623718,8,1
tt9623720,8,1
tt9623722,8,1
tt9623724,8,1
tt9623726,8,1
tt9623728,8,1
tt9623730,3,1
tt9623730,4,2
tt9623730,8,3
tt9623732,8,1
tt9623734,8,1
tt9623736,8,1
tt9623738,8,1
tt9623740,8,1
tt9623742,8,1
tt9623744,8,1
tt9623746,8,1
tt9623748,8,1
tt9623750,8,1
tt9623752,8,1
tt9623754,10,1
tt9623754,20,2
tt9623756,8,1
tt9623758,8,1
tt9623760,8,1
tt9623762,8,1
tt9623764,8,1
tt9623766,8,1
tt9623768,8,1
tt9623770,4,1
tt9623770,16,2
tt9623770,5,3
tt9623772,4,1
tt9623772,16,2
tt9623772,5,3
tt9623774,4,1
tt9623774,16,2
tt9623774,5,3
tt9623776,4,1
tt9623776,16,2
tt9623776,5,3
tt9623778,4,1
tt9623778,16,2
tt9623778,5,3
tt9623780,8,1
tt9623782,4,1
tt9623782,16,2
tt9623782,5,3
tt9623784,4,1
tt9623784,16,2
tt9623784,5,3
tt9623786,4,1
tt9623786,16,2
tt9623786,5,3
tt9623788,8,1
tt9623790,4,1
tt9623790,16,2
tt9623790,5,3
tt9623792,4,1
tt9623792,16,2
tt9623792,5,3
tt9623794,4,1
tt9623794,16,2
tt9623794,5,3
tt9623796,4,1
tt9623796,16,2
tt9623796,5,3
tt9623798,4,1
tt9623798,16,2
tt9623798,5,3
tt9623800,4,1
tt9623800,16,2
tt9623800,5,3
tt9623802,4,1
tt9623802,16,2
tt9623802,5,3
tt9623804,4,1
tt9623804,16,2
tt9623804,5,3
tt9623806,4,1
tt9623806,16,2
tt9623806,5,3
tt9623808,4,1
tt9623808,16,2
tt9623808,5,3
tt9623810,8,1
tt9623812,4,1
tt9623812,16,2
tt9623812,5,3
tt9623814,8,1
tt9623816,4,1
tt9623816,16,2
tt9623816,5,3
tt9623818,8,1
tt9623820,8,1
tt9623822,8,1
tt9623826,8,1
tt9623828,8,1
tt9623830,8,1
tt9623832,8,1
tt9623834,8,1
tt9623836,8,1
tt9623838,8,1
tt9623840,8,1
tt9623840,2,2
tt9623840,23,3
tt9623842,8,1
tt9623844,8,1
tt9623846,8,1
tt9623848,11,1
tt9623848,1,2
tt9623848,19,3
tt9623850,8,1
tt9623850,2,2
tt9623852,16,1
tt9623852,2,2
tt9623854,4,1
tt9623854,16,2
tt9623854,5,3
tt9623856,4,1
tt9623856,16,2
tt9623856,5,3
tt9623858,4,1
tt9623858,16,2
tt9623858,5,3
tt9623860,4,1
tt9623860,16,2
tt9623860,5,3
tt9623862,4,1
tt9623862,16,2
tt9623862,5,3
tt9623864,18,1
tt9623864,17,2
tt9623864,14,3
tt9623866,4,1
tt9623866,16,2
tt9623866,5,3
tt9623868,4,1
tt9623868,16,2
tt9623868,5,3
tt9623870,4,1
tt9623870,16,2
tt9623870,5,3
tt9623872,4,1
tt9623872,16,2
tt9623872,5,3
tt9623874,4,1
tt9623874,16,2
tt9623874,5,3
tt9623876,4,1
tt9623876,16,2
tt9623876,5,3
tt9623878,4,1
tt9623878,16,2
tt9623878,5,3
tt9623880,4,1
tt9623880,16,2
tt9623880,5,3
tt9623882,4,1
tt9623882,16,2
tt9623882,5,3
tt9623884,4,1
tt9623884,16,2
tt9623884,5,3
tt9623886,4,1
tt9623886,16,2
tt9623886,5,3
tt9623888,4,1
tt9623888,16,2
tt9623888,5,3
tt9623890,4,1
tt9623890,16,2
tt9623890,5,3
tt9623892,4,1
tt9623892,16,2
tt9623892,5,3
tt9623894,4,1
tt9623894,16,2
tt9623894,5,3
tt9623896,1,1
tt9623898,4,1
tt9623898,7,2
tt9623900,8,1
tt9623900,5,2
tt9623902,4,1
tt9623902,7,2
tt9623904,12,1
tt9623906,4,1
tt9623908,4,1
tt9623910,4,1
tt9623910,7,2
tt9623912,4,1
tt9623914,4,1
tt9623916,4,1
tt9623916,16,2
tt9623916,5,3
tt9623918,4,1
tt9623918,16,2
tt9623918,5,3
tt9623920,4,1
tt9623924,4,1
tt9623924,16,2
tt9623924,5,3
tt9623926,4,1
tt9623926,16,2
tt9623926,5,3
tt9623928,4,1
tt9623928,16,2
tt9623928,5,3
tt9623930,4,1
tt9623930,7,2
tt9623932,4,1
tt9623932,16,2
tt9623932,5,3
tt9623934,4,1
tt9623934,16,2
tt9623934,5,3
tt9623936,4,1
tt9623936,16,2
tt9623936,5,3
tt9623938,4,1
tt9623938,16,2
tt9623938,5,3
tt9623940,4,1
tt9623940,16,2
tt9623940,5,3
tt9623942,4,1
tt9623942,16,2
tt9623942,5,3
tt9623944,4,1
tt9623944,16,2
tt9623944,5,3
tt9623946,4,1
tt9623946,16,2
tt9623946,5,3
tt9623948,4,1
tt9623948,16,2
tt9623948,5,3
tt9623950,4,1
tt9623950,16,2
tt9623950,5,3
tt9623952,4,1
tt9623952,16,2
tt9623952,5,3
tt9623954,4,1
tt9623956,4,1
tt9623956,16,2
tt9623956,5,3
tt9623958,4,1
tt9623958,16,2
tt9623958,5,3
tt9623960,4,1
tt9623960,16,2
tt9623960,5,3
tt9623962,4,1
tt9623964,4,1
tt9623964,16,2
tt9623964,5,3
tt9623966,4,1
tt9623970,4,1
tt9623970,16,2
tt9623970,5,3
tt9623972,4,1
tt9623972,16,2
tt9623972,5,3
tt9623974,4,1
tt9623976,4,1
tt9623978,4,1
tt9623980,4,1
tt9623982,4,1
tt9623982,7,2
tt9623984,1,1
tt9623984,2,2
tt9623986,4,1
tt9623988,4,1
tt9623990,4,1
tt9623994,4,1
tt9623996,4,1
tt9623996,7,2
tt9623998,4,1
tt9624000,4,1
tt9624002,4,1
tt9624002,7,2
tt9624004,4,1
tt9624006,4,1
tt9624008,4,1
tt9624010,4,1
tt9624012,4,1
tt9624014,4,1
tt9624016,4,1
tt9624018,4,1
tt9624018,16,2
tt9624018,5,3
tt9624020,4,1
tt9624022,4,1
tt9624022,16,2
tt9624022,5,3
tt9624024,4,1
tt9624028,4,1
tt9624030,4,1
tt9624030,16,2
tt9624030,5,3
tt9624032,4,1
tt9624032,16,2
tt9624032,5,3
tt9624034,4,1
tt9624034,7,2
tt9624036,4,1
tt9624036,16,2
tt9624036,5,3
tt9624038,4,1
tt9624038,16,2
tt9624038,5,3
tt9624040,4,1
tt9624042,4,1
tt9624042,16,2
tt9624042,5,3
tt9624044,4,1
tt9624044,16,2
tt9624044,5,3
tt9624046,4,1
tt9624046,16,2
tt9624046,5,3
tt9624048,4,1
tt9624048,16,2
tt9624048,5,3
tt9624050,4,1
tt9624050,16,2
tt9624050,5,3
tt9624052,4,1
tt9624052,16,2
tt9624052,5,3
tt9624054,4,1
tt9624056,4,1
tt9624056,16,2
tt9624056,5,3
tt9624058,4,1
tt9624058,16,2
tt9624058,5,3
tt9624060,4,1
tt9624060,16,2
tt9624060,5,3
tt9624062,4,1
tt9624062,16,2
tt9624062,5,3
tt9624064,4,1
tt9624066,4,1
tt9624066,16,2
tt9624066,5,3
tt9624068,4,1
tt9624068,16,2
tt9624068,5,3
tt9624070,4,1
tt9624072,4,1
tt9624074,4,1
tt9624076,4,1
tt9624076,7,2
tt9624078,4,1
tt9624080,4,1
tt9624082,4,1
tt9624084,1,1
tt9624086,9,1
tt9624086,2,2
tt9624088,4,1
tt9624088,8,2
tt9624088,2,3
tt9624090,4,1
tt9624092,4,1
tt9624092,7,2
tt9624094,4,1
tt9624096,4,1
tt9624098,4,1
tt9624100,4,1
tt9624102,4,1
tt9624104,4,1
tt9624104,7,2
tt9624106,4,1
tt9624110,4,1
tt9624112,4,1
tt9624112,7,2
tt9624114,4,1
tt9624116,4,1
tt9624118,4,1
tt9624120,4,1
tt9624122,4,1
tt9624124,4,1
tt9624126,4,1
tt9624128,4,1
tt9624130,4,1
tt9624132,4,1
tt9624134,12,1
tt9624134,7,2
tt9624134,25,3
tt9624136,4,1
tt9624136,7,2
tt9624138,12,1
tt9624138,7,2
tt9624138,25,3
tt9624140,4,1
tt9624142,4,1
tt9624144,12,1
tt9624144,7,2
tt9624144,25,3
tt9624146,12,1
tt9624146,7,2
tt9624146,25,3
tt9624148,4,1
tt9624148,7,2
tt9624150,4,1
tt9624152,12,1
tt9624152,7,2
tt9624152,25,3
tt9624154,4,1
tt9624156,4,1
tt9624158,4,1
tt9624160,12,1
tt9624160,7,2
tt9624160,25,3
tt9624162,4,1
tt9624164,12,1
tt9624164,7,2
tt9624164,25,3
tt9624166,4,1
tt9624168,4,1
tt9624168,16,2
tt9624168,5,3
tt9624170,4,1
tt9624170,16,2
tt9624170,5,3
tt9624172,14,1
tt9624174,4,1
tt9624176,4,1
tt9624176,16,2
tt9624176,5,3
tt9624178,4,1
tt9624178,16,2
tt9624178,5,3
tt9624180,4,1
tt9624180,16,2
tt9624180,5,3
tt9624182,4,1
tt9624182,16,2
tt9624182,5,3
tt9624184,4,1
tt9624184,7,2
tt9624186,4,1
tt9624186,16,2
tt9624186,5,3
tt9624188,4,1
tt9624188,16,2
tt9624188,5,3
tt9624190,4,1
tt9624190,16,2
tt9624190,5,3
tt9624192,4,1
tt9624192,16,2
tt9624192,5,3
tt9624194,4,1
tt9624196,4,1
tt9624196,16,2
tt9624196,5,3
tt9624198,4,1
tt9624198,16,2
tt9624198,5,3
tt9624200,4,1
tt9624200,16,2
tt9624200,5,3
tt9624202,4,1
tt9624204,4,1
tt9624208,4,1
tt9624208,7,2
tt9624210,4,1
tt9624212,4,1
tt9624212,16,2
tt9624212,5,3
tt9624214,4,1
tt9624216,4,1
tt9624216,16,2
tt9624216,5,3
tt9624218,4,1
tt9624218,16,2
tt9624218,5,3
tt9624220,4,1
tt9624222,4,1
tt9624222,16,2
tt9624222,5,3
tt9624224,4,1
tt9624224,16,2
tt9624224,5,3
tt9624226,4,1
tt9624226,16,2
tt9624226,5,3
tt9624228,4,1
tt9624228,16,2
tt9624228,5,3
tt9624230,4,1
tt9624230,16,2
tt9624230,5,3
tt9624232,4,1
tt9624232,16,2
tt9624232,5,3
tt9624234,4,1
tt9624234,16,2
tt9624234,5,3
tt9624236,4,1
tt9624236,16,2
tt9624236,5,3
tt9624238,4,1
tt9624240,4,1
tt9624240,16,2
tt9624240,5,3
tt9624242,4,1
tt9624244,4,1
tt9624246,4,1
tt9624248,4,1
tt9624250,4,1
tt9624250,7,2
tt9624252,27,1
tt9624254,4,1
tt9624256,4,1
tt9624258,4,1
tt9624260,4,1
tt9624262,4,1
tt9624262,7,2
tt9624264,3,1
tt9624264,16,2
tt9624266,27,1
tt9624268,4,1
tt9624268,7,2
tt9624270,4,1
tt9624270,7,2
tt9624272,27,1
tt9624274,3,1
tt9624274,16,2
tt9624276,4,1
tt9624276,7,2
tt9624278,3,1
tt9624278,16,2
tt9624280,4,1
tt9624280,7,2
tt9624282,1,1
tt9624282,2,2
tt9624286,4,1
tt9624288,26,1
tt9624288,2,2
tt9624290,4,1
tt9624290,7,2
tt9624294,3,1
tt9624294,16,2
tt9624296,3,1
tt9624296,16,2
tt9624298,26,1
tt9624298,2,2
tt9624300,4,1
tt9624300,7,2
tt9624302,1,1
tt9624304,3,1
tt9624304,16,2
tt9624306,4,1
tt9624306,7,2
tt9624308,7,1
tt9624308,25,2
tt9624310,4,1
tt9624312,3,1
tt9624312,16,2
tt9624314,3,1
tt9624314,16,2
tt9624316,3,1
tt9624316,16,2
tt9624320,3,1
tt9624320,16,2
tt9624324,3,1
tt9624324,16,2
tt9624326,3,1
tt9624326,16,2
tt9624328,1,1
tt9624330,3,1
tt9624330,16,2
tt9624332,3,1
tt9624332,16,2
tt9624336,3,1
tt9624336,16,2
tt9624338,3,1
tt9624338,16,2
tt9624342,3,1
tt9624342,16,2
tt9624344,4,1
tt9624344,12,2
tt9624344,25,3
tt9624346,3,1
tt9624346,16,2
tt9624350,3,1
tt9624350,16,2
tt9624352,3,1
tt9624352,16,2
tt9624354,3,1
tt9624354,16,2
tt9624356,1,1
tt9624356,19,2
tt9624358,3,1
tt9624358,16,2
tt9624362,3,1
tt9624362,16,2
tt9624364,3,1
tt9624364,16,2
tt9624366,3,1
tt9624366,16,2
tt9624368,8,1
tt9624370,18,1
tt9624370,14,2
tt9624370,8,3
tt9624372,3,1
tt9624372,16,2
tt9624374,1,1
tt9624376,3,1
tt9624376,16,2
tt9624380,4,1
tt9624380,14,2
tt9624382,3,1
tt9624382,16,2
tt9624384,9,1
tt9624384,20,2
tt9624384,2,3
tt9624386,3,1
tt9624386,16,2
tt9624388,2,1
tt9624390,3,1
tt9624390,16,2
tt9624392,1,1
tt9624394,3,1
tt9624394,16,2
tt9624396,3,1
tt9624396,16,2
tt9624398,3,1
tt9624398,16,2
tt9624402,3,1
tt9624402,16,2
tt9624404,8,1
tt9624404,2,2
tt9624406,4,1
tt9624406,2,2
tt9624408,3,1
tt9624408,16,2
tt9624414,3,1
tt9624414,16,2
tt9624416,4,1
tt9624416,8,2
tt9624418,3,1
tt9624418,16,2
tt9624420,3,1
tt9624420,16,2
tt9624422,17,1
tt9624426,3,1
tt9624426,16,2
tt9624428,4,1
tt9624430,3,1
tt9624430,16,2
tt9624432,3,1
tt9624432,16,2
tt9624434,3,1
tt9624434,16,2
tt9624436,3,1
tt9624436,16,2
tt9624438,18,1
tt9624438,14,2
tt9624440,3,1
tt9624440,16,2
tt9624442,8,1
tt9624442,2,2
tt9624444,3,1
tt9624444,16,2
tt9624448,3,1
tt9624448,16,2
tt9624450,3,1
tt9624450,16,2
tt9624452,3,1
tt9624452,16,2
tt9624454,3,1
tt9624454,16,2
tt9624456,4,1
tt9624456,22,2
tt9624458,3,1
tt9624458,16,2
tt9624460,3,1
tt9624460,16,2
tt9624464,3,1
tt9624464,16,2
tt9624466,18,1
tt9624466,17,2
tt9624466,26,3
tt9624468,8,1
tt9624470,4,1
tt9624472,18,1
tt9624472,17,2
tt9624472,26,3
tt9624474,25,1
tt9624476,4,1
