talent_id,title_id
nm9878407,tt8495792
nm9878408,tt8495792
nm9878409,tt19763392
nm9878409,tt8495800
nm9878410,tt8495800
nm9878410,tt27491624
nm9878411,tt8495800
nm9878412,tt8495800
nm9878413,tt5868158
nm9878413,tt1063009
nm9878414,tt5868158
nm9878415,tt11565770
nm9878415,tt5868158
nm9878417,tt3307644
nm9878418,tt11921852
nm9878419,tt6397256
nm9878419,tt6453190
nm9878423,tt9563798
nm9878423,tt0956055
nm9878423,tt2178157
nm9878424,tt8495852
nm9878426,tt8495858
nm9878428,tt13137946
nm9878428,tt8495908
nm9878429,tt8495908
nm9878430,tt7721742
nm9878430,tt8495908
nm9878431,tt8495908
nm9878431,tt13137214
nm9878431,tt9897520
nm9878432,tt8495908
nm9878432,tt9897520
nm9878432,tt11822032
nm9878432,tt13137214
nm9878433,tt23664714
nm9878433,tt13092940
nm9878433,tt13137214
nm9878434,tt8111704
nm9878434,tt14212648
nm9878434,tt11492734
nm9878434,tt8495910
nm9878435,tt0390699
nm9878436,tt0390699
nm9878437,tt11005820
nm9878437,tt0390699
nm9878437,tt21224506
nm9878437,tt11056380
nm9878438,tt8690890
nm9878442,tt8528164
nm9878444,tt7473390
nm9878445,tt10838682
nm9878445,tt4587306
nm9878445,tt13599990
nm9878445,tt8787698
nm9878446,tt9173214
nm9878446,tt4587306
nm9878447,tt21307890
nm9878447,tt8495932
nm9878447,tt27035108
nm9878447,tt27045418
nm9878448,tt8495932
nm9878449,tt8495932
nm9878449,tt27035108
nm9878449,tt21307890
nm9878449,tt10034460
nm9878450,tt8495932
nm9878451,tt8495932
nm9878452,tt8495932
nm9878453,tt8495932
nm9878454,tt8495932
nm9878455,tt8495932
nm9878456,tt8495932
nm9878457,tt8495932
nm9878458,tt8495932
nm9878459,tt8495932
nm9878460,tt8495932
nm9878461,tt8495932
nm9878462,tt8495932
nm9878464,tt8495934
nm9878464,tt9625546
nm9878465,tt13830348
nm9878465,tt10298084
nm9878465,tt1211837
nm9878465,tt9648806
nm9878466,tt10590458
nm9878466,tt10298084
nm9878466,tt8994490
nm9878466,tt1211837
nm9878467,tt8444276
nm9878468,tt8444276
nm9878469,tt6055020
nm9878470,tt6055020
nm9878471,tt6055020
nm9878472,tt6055020
nm9878473,tt6055020
nm9878473,tt7632038
nm9878474,tt6055020
nm9878475,tt6055020
nm9878476,tt10930342
nm9878476,tt6055020
nm9878476,tt0185819
nm9878476,tt10839846
nm9878477,tt8479092
nm9878478,tt1034201
nm9878480,tt3982768
nm9878480,tt9046916
nm9878480,tt7141136
nm9878480,tt10919392
nm9878490,tt8485316
nm9878490,tt8495956
nm9878491,tt8495956
nm9878491,tt10616318
nm9878491,tt6848560
nm9878492,tt6848560
nm9878492,tt8495956
nm9878493,tt8495956
nm9878494,tt0390699
nm9878495,tt0390699
nm9878496,tt10850892
nm9878496,tt13576922
nm9878496,tt15358328
nm9878496,tt8495960
nm9878497,tt8495960
nm9878498,tt8495960
nm9878498,tt21407628
nm9878499,tt8495960
nm9878500,tt8495960
nm9878501,tt8495960
nm9878502,tt8495960
nm9878503,tt8495960
nm9878504,tt8495960
nm9878505,tt5651032
nm9878506,tt8398768
nm9878507,tt8398768
nm9878508,tt8398768
nm9878509,tt8398768
nm9878510,tt8398768
nm9878511,tt8398768
nm9878512,tt8398768
nm9878513,tt8398768
nm9878514,tt8398768
nm9878515,tt8398768
nm9878516,tt8398768
nm9878517,tt8398768
nm9878518,tt8398768
nm9878519,tt8398768
nm9878520,tt8398768
nm9878521,tt8398768
nm9878522,tt8398768
nm9878523,tt8398768
nm9878524,tt8398768
nm9878525,tt8398768
nm9878526,tt8398768
nm9878527,tt8398768
nm9878528,tt8398768
nm9878529,tt14850220
nm9878529,tt1325674
nm9878530,tt11847234
nm9878530,tt4116046
nm9878532,tt5651032
nm9878533,tt19708362
nm9878534,tt5172412
nm9878535,tt5172412
nm9878536,tt8495990
nm9878537,tt8495990
nm9878538,tt8495990
nm9878539,tt8495992
nm9878540,tt8495992
nm9878541,tt8495992
nm9878542,tt8495992
nm9878544,tt1527767
nm9878544,tt0295787
nm9878544,tt7018644
nm9878545,tt8490688
nm9878545,tt9126150
nm9878546,tt8490688
nm9878547,tt8490688
nm9878548,tt8490688
nm9878549,tt0423713
nm9878550,tt8481058
nm9878551,tt13822672
nm9878551,tt13822876
nm9878551,tt8481058
nm9878554,tt9916038
nm9878554,tt8490964
nm9878554,tt8490920
nm9878554,tt8561214
nm9878555,tt8490920
nm9878556,tt8496016
nm9878557,tt8496016
nm9878558,tt8496016
nm9878559,tt8496016
nm9878560,tt8496016
nm9878562,tt8496020
nm9878563,tt8496020
nm9878564,tt8490920
nm9878565,tt3196418
nm9878567,tt2780380
nm9878568,tt8496032
nm9878570,tt8496032
nm9878571,tt16058832
nm9878571,tt14818066
nm9878571,tt8496032
nm9878571,tt16377714
nm9878572,tt0211289
nm9878572,tt8496032
nm9878573,tt10827078
nm9878573,tt8496032
nm9878573,tt14900826
nm9878574,tt8496032
nm9878575,tt5209290
nm9878575,tt5657428
nm9878575,tt8496032
nm9878575,tt15214296
nm9878576,tt8496034
nm9878577,tt8496034
nm9878578,tt8496034
nm9878580,tt8496034
nm9878581,tt8496034
nm9878581,tt15049524
nm9878582,tt6265532
nm9878583,tt8496036
nm9878584,tt1147366
nm9878585,tt1147366
nm9878586,tt13176788
nm9878586,tt8496050
nm9878589,tt8495956
nm9878590,tt8496064
nm9878595,tt8142544
nm9878596,tt15400448
nm9878596,tt22544042
nm9878596,tt8142544
nm9878597,tt8494162
nm9878598,tt26470146
nm9878598,tt13659434
nm9878598,tt26346658
nm9878598,tt18566574
nm9878600,tt8548866
nm9878600,tt11638942
nm9878600,tt8466564
nm9878600,tt2382320
nm9878601,tt8332590
nm9878602,tt17278980
nm9878602,tt8643968
nm9878602,tt9814116
nm9878602,tt8332590
nm9878604,tt8804158
nm9878604,tt8332590
nm9878604,tt9875798
nm9878605,tt8302710
nm9878606,tt2780380
nm9878607,tt8490688
nm9878608,tt8490688
nm9878609,tt8496160
nm9878610,tt8496160
nm9878611,tt15762052
nm9878611,tt27796074
nm9878611,tt9887294
nm9878611,tt15732788
nm9878612,tt8496160
nm9878613,tt8496160
nm9878613,tt9539260
nm9878613,tt13448032
nm9878614,tt8496186
nm9878614,tt6229252
nm9878614,tt7897348
nm9878614,tt27502320
nm9878615,tt8181374
nm9878616,tt25967938
nm9878616,tt8267604
nm9878618,tt2780380
nm9878619,tt2780380
nm9878620,tt11214076
nm9878620,tt13800322
nm9878620,tt19311840
nm9878621,tt8496316
nm9878621,tt18075020
nm9878621,tt1462764
nm9878622,tt8496360
nm9878625,tt9806192
nm9878625,tt7769530
nm9878625,tt26255358
nm9878625,tt15808042
nm9878626,tt2780380
nm9878628,tt8496418
nm9878629,tt8496418
nm9878630,tt8491114
nm9878630,tt11162870
nm9878630,tt11083482
nm9878630,tt13467890
nm9878632,tt8468148
nm9878633,tt0400051
nm9878634,tt4144332
nm9878635,tt7638344
nm9878635,tt10350626
nm9878635,tt6903440
nm9878636,tt15717192
nm9878636,tt10806040
nm9878636,tt7098658
nm9878636,tt15163652
nm9878637,tt5659988
nm9878637,tt13986218
nm9878637,tt7991418
nm9878638,tt8468148
nm9878639,tt8468148
nm9878641,tt7723394
nm9878642,tt0771884
nm9878643,tt7013194
nm9878646,tt8496492
nm9878647,tt8496492
nm9878648,tt8496492
nm9878649,tt8496500
nm9878650,tt20259880
nm9878650,tt8496500
nm9878651,tt8496500
nm9878652,tt8496500
nm9878653,tt8496500
nm9878654,tt8496500
nm9878655,tt0478809
nm9878656,tt8496508
nm9878656,tt10438052
nm9878657,tt8493808
nm9878657,tt7724500
nm9878657,tt13529670
nm9878658,tt8355716
nm9878659,tt8355716
nm9878660,tt22443058
nm9878661,tt1237577
nm9878661,tt1034201
nm9878662,tt1034201
nm9878662,tt1237577
nm9878663,tt1237577
nm9878663,tt1034201
nm9878664,tt7838654
nm9878665,tt7838654
nm9878666,tt7838654
nm9878667,tt7838654
nm9878668,tt7838654
nm9878669,tt8496534
nm9878670,tt8496534
nm9878671,tt8496534
nm9878673,tt8496538
nm9878674,tt0042016
nm9878675,tt8496540
nm9878676,tt8496540
nm9878680,tt7838654
nm9878681,tt7838654
nm9878682,tt7838654
nm9878683,tt2357809
nm9878683,tt0460659
nm9878684,tt8236412
nm9878685,tt3758172
nm9878687,tt8496574
nm9878687,tt26654726
nm9878688,tt8496574
nm9878689,tt8101932
nm9878690,tt8101932
nm9878690,tt12340168
nm9878691,tt8496604
nm9878692,tt8496638
nm9878693,tt9164818
nm9878693,tt16310786
nm9878693,tt8496638
nm9878693,tt3837248
nm9878694,tt8412998
nm9878695,tt8480840
nm9878696,tt10485730
nm9878696,tt8219518
nm9878697,tt8567200
nm9878697,tt8595646
nm9878697,tt8496722
nm9878698,tt8485566
nm9878698,tt8517750
nm9878698,tt8485426
nm9878699,tt11970766
nm9878699,tt8496724
nm9878700,tt2091985
nm9878701,tt4699262
nm9878701,tt7161776
nm9878702,tt4699262
nm9878703,tt8447852
nm9878703,tt11433048
nm9878703,tt6277480
nm9878703,tt7999322
nm9878705,tt7602376
nm9878709,tt8595016
nm9878709,tt12822168
nm9878709,tt8496784
nm9878710,tt8983222
nm9878710,tt8219518
nm9878711,tt8496810
nm9878711,tt0392944
nm9878711,tt5518328
nm9878712,tt7838654
nm9878713,tt7838654
nm9878714,tt12036888
nm9878717,tt8496958
nm9878718,tt8496958
nm9878719,tt8496958
nm9878720,tt0478809
nm9878721,tt0478809
nm9878722,tt8089520
nm9878723,tt8089520
nm9878724,tt8179746
nm9878725,tt0479250
nm9878725,tt9190242
nm9878725,tt8497028
nm9878726,tt7403772
nm9878727,tt7403772
nm9878730,tt8508288
nm9878730,tt0202222
nm9878731,tt8638938
nm9878731,tt8497096
nm9878732,tt9849374
nm9878732,tt8235708
nm9878732,tt14209582
nm9878733,tt6245230
nm9878735,tt6245230
nm9878736,tt6245230
nm9878736,tt9210694
nm9878737,tt10682186
nm9878737,tt7932896
nm9878738,tt7932896
nm9878739,tt7932896
nm9878740,tt7932896
nm9878741,tt11493006
nm9878741,tt5835994
nm9878741,tt7130992
nm9878741,tt9529500
nm9878742,tt21257114
nm9878742,tt7932896
nm9878743,tt14404174
nm9878743,tt7932896
nm9878743,tt8578422
nm9878743,tt9049036
nm9878744,tt3142874
nm9878744,tt7932896
nm9878744,tt7535900
nm9878745,tt0928126
nm9878746,tt11193678
nm9878746,tt8497136
nm9878747,tt13802254
nm9878747,tt9039134
nm9878747,tt8497136
nm9878749,tt8497136
nm9878750,tt8497136
nm9878751,tt8497136
nm9878751,tt8589856
nm9878751,tt9614596
nm9878752,tt8497136
nm9878753,tt9597956
nm9878753,tt8497136
nm9878754,tt12015478
nm9878754,tt13545998
nm9878754,tt8497146
nm9878755,tt12135466
nm9878755,tt8497146
nm9878756,tt28449783
nm9878756,tt16251572
nm9878756,tt8497146
nm9878756,tt10508558
nm9878757,tt14061114
nm9878757,tt8497146
nm9878759,tt12962468
nm9878759,tt8497146
nm9878760,tt13779236
nm9878760,tt12923754
nm9878760,tt16155652
nm9878760,tt13149356
nm9878761,tt2136885
nm9878762,tt2136885
nm9878763,tt2136885
nm9878764,tt4799472
nm9878765,tt4799472
nm9878767,tt10992428
nm9878767,tt8517608
nm9878767,tt0492302
nm9878767,tt11012034
nm9878768,tt8497224
nm9878768,tt0845088
nm9878769,tt0144796
nm9878771,tt1025100
nm9878771,tt14396058
nm9878772,tt1025100
nm9878772,tt15744298
nm9878772,tt1488606
nm9878772,tt5057054
nm9878773,tt3469798
nm9878773,tt1025100
nm9878773,tt3532216
nm9878773,tt9641192
nm9878775,tt6516738
nm9878776,tt6516738
nm9878777,tt6516738
nm9878778,tt6516738
nm9878779,tt6516738
nm9878780,tt12081428
nm9878780,tt10535176
nm9878780,tt10535110
nm9878780,tt27741497
nm9878781,tt8497282
nm9878781,tt10535110
nm9878785,tt8497296
nm9878786,tt9574638
nm9878786,tt8497298
nm9878788,tt5861756
nm9878789,tt5861756
nm9878790,tt5861756
nm9878791,tt5861756
nm9878792,tt5861756
nm9878793,tt5861756
nm9878794,tt5861756
nm9878795,tt5861756
nm9878796,tt5861756
nm9878797,tt5861756
nm9878798,tt5861756
nm9878799,tt5861756
nm9878800,tt5861756
nm9878801,tt5861756
nm9878803,tt5861756
nm9878804,tt5861756
nm9878805,tt8497380
nm9878806,tt8497380
nm9878807,tt8497380
nm9878808,tt8502870
nm9878808,tt8502724
nm9878808,tt8497380
nm9878808,tt8502598
nm9878809,tt8497384
nm9878810,tt8497384
nm9878811,tt8497384
nm9878812,tt8497384
nm9878813,tt11505690
nm9878813,tt8497384
nm9878814,tt8497384
nm9878815,tt8497384
nm9878815,tt28669747
nm9878816,tt12844722
nm9878816,tt11409836
nm9878816,tt10351402
nm9878816,tt4763088
nm9878817,tt17349994
nm9878817,tt21741266
nm9878817,tt19397444
nm9878817,tt4763088
nm9878818,tt6132720
nm9878818,tt15231136
nm9878818,tt6628102
nm9878818,tt3830162
nm9878821,tt6516738
nm9878822,tt6516738
nm9878823,tt6516738
nm9878824,tt6516738
nm9878829,tt4505260
nm9878831,tt8497440
nm9878832,tt8497440
nm9878833,tt8497440
nm9878833,tt16588990
nm9878833,tt15127856
nm9878833,tt18949416
nm9878834,tt8497440
nm9878834,tt16382266
nm9878835,tt8497440
nm9878836,tt8497440
nm9878837,tt8497440
nm9878838,tt8497440
nm9878838,tt17122098
nm9878838,tt13792578
nm9878840,tt8497440
nm9878840,tt13930142
nm9878842,tt27542046
nm9878842,tt8497440
nm9878843,tt8497442
nm9878844,tt8497442
nm9878845,tt8497442
nm9878846,tt8497442
nm9878847,tt21151732
nm9878847,tt8497442
nm9878847,tt10086130
nm9878847,tt10331088
nm9878848,tt11985234
nm9878848,tt8497442
nm9878849,tt8497442
nm9878849,tt9657430
nm9878850,tt8497442
nm9878851,tt8497442
nm9878852,tt8497442
nm9878853,tt8497442
nm9878854,tt8497444
nm9878859,tt6436780
nm9878860,tt6436780
nm9878861,tt8052760
nm9878862,tt8052760
nm9878863,tt8052760
nm9878864,tt8052760
nm9878864,tt8498340
nm9878865,tt8498340
nm9878865,tt8052760
nm9878866,tt8052760
nm9878867,tt8497462
nm9878868,tt8497462
nm9878869,tt8497462
nm9878870,tt8497462
nm9878871,tt8497462
nm9878872,tt8660936
nm9878872,tt8502796
nm9878873,tt0190177
nm9878874,tt0190177
nm9878875,tt0190177
nm9878878,tt8456580
nm9878879,tt8456580
nm9878880,tt8456580
nm9878881,tt8456580
nm9878882,tt8456580
nm9878883,tt8456580
nm9878884,tt8456580
nm9878885,tt8456580
nm9878886,tt8052760
nm9878887,tt8052760
nm9878891,tt8498030
nm9878891,tt8497540
nm9878891,tt19063172
nm9878892,tt4017960
nm9878893,tt4017960
nm9878894,tt4017960
nm9878895,tt4017960
nm9878896,tt4017960
nm9878897,tt4017960
nm9878899,tt8497546
nm9878899,tt10594688
nm9878900,tt8497546
nm9878901,tt8497546
nm9878904,tt8497548
nm9878906,tt8296522
nm9878909,tt1066032
nm9878910,tt18803526
nm9878910,tt9731794
nm9878910,tt21224016
nm9878910,tt12392376
nm9878913,tt8497566
nm9878913,tt8970010
nm9878914,tt8653602
nm9878914,tt8497566
nm9878915,tt8497566
nm9878915,tt8653602
nm9878916,tt8497566
nm9878917,tt0155029
nm9878918,tt8296522
nm9878919,tt8482474
nm9878920,tt8482474
nm9878921,tt8482474
nm9878922,tt8482474
nm9878923,tt8482474
nm9878924,tt8482474
nm9878925,tt8482474
nm9878926,tt8482474
nm9878927,tt8482474
nm9878928,tt20194152
nm9878931,tt8531486
nm9878932,tt8362238
nm9878933,tt8362238
nm9878934,tt8362238
nm9878935,tt8362238
nm9878940,tt8497600
nm9878940,tt8556342
nm9878940,tt9445658
nm9878940,tt9445752
nm9878941,tt8497600
nm9878941,tt10229692
nm9878942,tt8497600
nm9878942,tt9445544
nm9878942,tt9419810
nm9878942,tt10436184
nm9878943,tt3961544
nm9878945,tt2318903
nm9878946,tt1428556
nm9878947,tt8497638
nm9878953,tt8750420
nm9878953,tt8497674
nm9878953,tt9549802
nm9878953,tt9614450
nm9878954,tt8497674
nm9878954,tt10589406
nm9878954,tt9679474
nm9878954,tt8750420
nm9878961,tt1691153
nm9878961,tt2449810
nm9878962,tt8458634
nm9878963,tt12215468
nm9878963,tt8458634
nm9878963,tt3952194
nm9878964,tt8458634
nm9878965,tt8458634
